,CHOJLLA,SISTEMA ZONGO,VALLE DE ZONGO - SANTA ROSA,VALLE DE ZONGO - TIQUIMANI
2010-01-06 15:00:00+00:00,1.0727267724525,0.24365295154891303,0.6314518953240479,0.34029377624999996
2010-01-06 16:00:00+00:00,1.0727267724525,0.24365295154891303,0.6314518953240479,0.34029377624999996
2010-01-06 17:00:00+00:00,1.0727267724525,0.24365295154891303,0.6314518953240479,0.34029377624999996
2010-01-06 18:00:00+00:00,1.0727267724525,0.24365295154891303,0.6314518953240479,0.34029377624999996
2010-01-06 19:00:00+00:00,1.0727267724525,0.24365295154891303,0.6314518953240479,0.34029377624999996
2010-01-06 20:00:00+00:00,1.0727267724525,0.24365295154891303,0.6314518953240479,0.34029377624999996
2010-01-06 21:00:00+00:00,1.0727267724525,0.24365295154891303,0.6314518953240479,0.34029377624999996
2010-01-06 22:00:00+00:00,1.0727267724525,0.24365295154891303,0.6314518953240479,0.34029377624999996
2010-01-06 23:00:00+00:00,1.0727267724525,0.24365295154891303,0.6314518953240479,0.34029377624999996
2010-01-07 00:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 01:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 02:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 03:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 04:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 05:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 06:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 07:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 08:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 09:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 10:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 11:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 12:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 13:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 14:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 15:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 16:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 17:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 18:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 19:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 20:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 21:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 22:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-07 23:00:00+00:00,1.0287840998193751,0.25840939791032613,0.682705415683627,0.36086967900000005
2010-01-08 00:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 01:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 02:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 03:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 04:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 05:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 06:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 07:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 08:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 09:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 10:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 11:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 12:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 13:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 14:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 15:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 16:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 17:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 18:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 19:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 20:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 21:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 22:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-08 23:00:00+00:00,0.9966665317818751,0.2663023808478261,0.655640147136157,0.37194901124999996
2010-01-09 00:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 01:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 02:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 03:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 04:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 05:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 06:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 07:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 08:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 09:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 10:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 11:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 12:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 13:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 14:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 15:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 16:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 17:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 18:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 19:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 20:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 21:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 22:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-09 23:00:00+00:00,0.94980408023625,0.24433929789130437,0.6471156531054577,0.34134895074999994
2010-01-10 00:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 01:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 02:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 03:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 04:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 05:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 06:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 07:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 08:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 09:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 10:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 11:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 12:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 13:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 14:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 15:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 16:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 17:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 18:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 19:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 20:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 21:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 22:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-10 23:00:00+00:00,0.951117980746875,0.2402212198369566,0.6360338108655487,0.33554549100000003
2010-01-11 00:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 01:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 02:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 03:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 04:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 05:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 06:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 07:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 08:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 09:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 10:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 11:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 12:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 13:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 14:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 15:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 16:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 17:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 18:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 19:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 20:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 21:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 22:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-11 23:00:00+00:00,0.955789627006875,0.23747583446739137,0.6440255240193292,0.33185238025
2010-01-12 00:00:00+00:00,0.9204603021656251,0.2649296881630435,0.648181214859295,0.3703662495
2010-01-12 01:00:00+00:00,0.9204603021656251,0.2649296881630435,0.648181214859295,0.3703662495
2010-01-12 02:00:00+00:00,0.9204603021656251,0.2649296881630435,0.648181214859295,0.3703662495
2010-01-12 03:00:00+00:00,0.9204603021656251,0.2649296881630435,0.648181214859295,0.3703662495
